timestamp,open,high,low,close,volume
2024-01-02T06:15:00+00:00,1.11313,1.11385,1.11287,1.11381,356
2024-01-02T06:30:00+00:00,1.11381,1.11454,1.11369,1.11445,189
2024-01-02T06:45:00+00:00,1.11445,1.11531,1.11433,1.11503,357
2024-01-02T07:00:00+00:00,1.11503,1.11518,1.11488,1.11516,379
2024-01-02T07:15:00+00:00,1.11516,1.11522,1.11497,1.11499,374
2024-01-02T07:30:00+00:00,1.11499,1.11531,1.11469,1.11529,294
2024-01-02T07:45:00+00:00,1.11529,1.11692,1.11517,1.11644,388
2024-01-02T08:00:00+00:00,1.11644,1.11756,1.11639,1.11735,279
2024-01-02T08:15:00+00:00,1.11735,1.11862,1.11696,1.11839,287
2024-01-02T08:30:00+00:00,1.11839,1.11912,1.11765,1.11855,353
2024-01-02T08:45:00+00:00,1.11855,1.11885,1.11804,1.11809,368
2024-01-02T09:00:00+00:00,1.11809,1.11843,1.11755,1.11832,173
2024-01-02T09:15:00+00:00,1.11832,1.11948,1.11823,1.11920,188
2024-01-02T09:30:00+00:00,1.11920,1.11928,1.11886,1.11904,295
2024-01-02T09:45:00+00:00,1.11904,1.11907,1.11891,1.11906,89
2024-01-02T10:00:00+00:00,1.11906,1.11952,1.11886,1.11943,115
2024-01-02T10:15:00+00:00,1.11943,1.11975,1.11900,1.11966,95
2024-01-02T10:30:00+00:00,1.11966,1.12047,1.11949,1.12041,144
2024-01-02T10:45:00+00:00,1.12041,1.12096,1.12038,1.12082,191
2024-01-02T11:00:00+00:00,1.12082,1.12087,1.12046,1.12073,138
2024-01-02T11:15:00+00:00,1.12073,1.12174,1.12056,1.12170,239
2024-01-02T11:30:00+00:00,1.12170,1.12222,1.12153,1.12218,272
2024-01-02T11:45:00+00:00,1.12218,1.12377,1.12189,1.12339,118
2024-01-02T12:00:00+00:00,1.12339,1.12370,1.12279,1.12281,234
2024-01-02T12:15:00+00:00,1.12281,1.12435,1.12249,1.12411,141
2024-01-02T12:30:00+00:00,1.12411,1.12508,1.12376,1.12471,269
2024-01-02T12:45:00+00:00,1.12471,1.12567,1.12453,1.12528,86
2024-01-02T13:00:00+00:00,1.12528,1.12676,1.12468,1.12631,315
2024-01-02T13:15:00+00:00,1.12631,1.12771,1.12600,1.12763,347
2024-01-02T13:30:00+00:00,1.12763,1.12852,1.12749,1.12847,327
2024-01-02T13:45:00+00:00,1.12847,1.12902,1.12803,1.12816,383
2024-01-02T14:00:00+00:00,1.12816,1.12898,1.12809,1.12840,310
2024-01-02T14:15:00+00:00,1.12840,1.12857,1.12807,1.12856,392
2024-01-02T14:30:00+00:00,1.12856,1.12891,1.12830,1.12868,329
2024-01-02T14:45:00+00:00,1.12868,1.12921,1.12816,1.12908,254
2024-01-02T15:00:00+00:00,1.12908,1.12971,1.12880,1.12932,344
2024-01-02T15:15:00+00:00,1.12932,1.12944,1.12914,1.12918,288
2024-01-02T15:30:00+00:00,1.12918,1.12922,1.12840,1.12856,331
2024-01-02T15:45:00+00:00,1.12856,1.12861,1.12812,1.12814,230
2024-01-02T16:00:00+00:00,1.12814,1.12915,1.12800,1.12869,322
2024-01-02T16:15:00+00:00,1.12869,1.13009,1.12860,1.12983,361
2024-01-02T16:30:00+00:00,1.12983,1.13024,1.12973,1.12976,141
2024-01-02T16:45:00+00:00,1.12976,1.13065,1.12951,1.13061,354
2024-01-02T17:00:00+00:00,1.13061,1.13201,1.13043,1.13187,221
2024-01-02T17:15:00+00:00,1.13187,1.13331,1.13106,1.13318,348
2024-01-02T17:30:00+00:00,1.13318,1.13366,1.13207,1.13219,264
2024-01-02T17:45:00+00:00,1.13219,1.13222,1.13210,1.13215,353
2024-01-02T18:00:00+00:00,1.13215,1.13274,1.13192,1.13267,144
2024-01-02T18:15:00+00:00,1.13267,1.13356,1.13229,1.13324,132
2024-01-02T18:30:00+00:00,1.13324,1.13446,1.13292,1.13418,174
2024-01-02T18:45:00+00:00,1.13418,1.13492,1.13413,1.13470,324
2024-01-02T19:00:00+00:00,1.13470,1.13533,1.13430,1.13526,107
2024-01-02T19:15:00+00:00,1.13526,1.13601,1.13481,1.13570,235
2024-01-02T19:30:00+00:00,1.13570,1.13660,1.13541,1.13648,385
2024-01-02T19:45:00+00:00,1.13648,1.13671,1.13628,1.13666,347
2024-01-02T20:00:00+00:00,1.13666,1.13711,1.13598,1.13610,299
2024-01-02T20:15:00+00:00,1.13610,1.13740,1.13570,1.13726,392
2024-01-02T20:30:00+00:00,1.13726,1.13796,1.13723,1.13792,215
2024-01-02T20:45:00+00:00,1.13792,1.13802,1.13734,1.13748,168
2024-01-02T21:00:00+00:00,1.13748,1.13761,1.13710,1.13755,320
2024-01-02T21:15:00+00:00,1.13755,1.13851,1.13734,1.13845,224
2024-01-02T21:30:00+00:00,1.13845,1.13897,1.13819,1.13866,400
2024-01-02T21:45:00+00:00,1.13866,1.13912,1.13751,1.13780,181
2024-01-02T22:00:00+00:00,1.13780,1.13797,1.13713,1.13753,152
2024-01-02T22:15:00+00:00,1.13753,1.13769,1.13680,1.13688,237
2024-01-02T22:30:00+00:00,1.13688,1.13719,1.13607,1.13635,319
2024-01-02T22:45:00+00:00,1.13635,1.13662,1.13592,1.13645,219
2024-01-02T23:00:00+00:00,1.13645,1.13645,1.13607,1.13615,301
2024-01-02T23:15:00+00:00,1.13615,1.13667,1.13574,1.13663,93
2024-01-02T23:30:00+00:00,1.13663,1.13873,1.13643,1.13832,90
2024-01-02T23:45:00+00:00,1.13832,1.13877,1.13804,1.13804,217
2024-01-03T00:00:00+00:00,1.13804,1.13828,1.13738,1.13754,306
2024-01-03T00:15:00+00:00,1.13754,1.13875,1.13744,1.13859,379
2024-01-03T00:30:00+00:00,1.13859,1.13880,1.13764,1.13797,289
2024-01-03T00:45:00+00:00,1.13797,1.13847,1.13759,1.13824,162
2024-01-03T01:00:00+00:00,1.13824,1.13865,1.13803,1.13820,361
2024-01-03T01:15:00+00:00,1.13820,1.14013,1.13817,1.14000,209
2024-01-03T01:30:00+00:00,1.14000,1.14071,1.13940,1.13969,80
2024-01-03T01:45:00+00:00,1.13969,1.14071,1.13938,1.14050,291
2024-01-03T02:00:00+00:00,1.14050,1.14170,1.14025,1.14158,306
2024-01-03T02:15:00+00:00,1.14158,1.14160,1.14129,1.14149,361
2024-01-03T02:30:00+00:00,1.14149,1.14240,1.14124,1.14222,94
2024-01-03T02:45:00+00:00,1.14222,1.14263,1.14208,1.14215,202
2024-01-03T03:00:00+00:00,1.14215,1.14267,1.14184,1.14242,195
2024-01-03T03:15:00+00:00,1.14242,1.14353,1.14239,1.14287,316
2024-01-03T03:30:00+00:00,1.14287,1.14422,1.14247,1.14408,229
2024-01-03T03:45:00+00:00,1.14408,1.14586,1.14407,1.14562,327
2024-01-03T04:00:00+00:00,1.14562,1.14649,1.14534,1.14646,386
2024-01-03T04:15:00+00:00,1.14646,1.14729,1.14643,1.14667,115
2024-01-03T04:30:00+00:00,1.14667,1.14741,1.14607,1.14689,339
2024-01-03T04:45:00+00:00,1.14689,1.14800,1.14687,1.14800,232
2024-01-03T05:00:00+00:00,1.14800,1.14914,1.14767,1.14880,308
2024-01-03T05:15:00+00:00,1.14880,1.14907,1.14811,1.14818,362
2024-01-03T05:30:00+00:00,1.14818,1.14891,1.14763,1.14862,202
2024-01-03T05:45:00+00:00,1.14862,1.14881,1.14842,1.14851,290
2024-01-03T06:00:00+00:00,1.14851,1.14999,1.14836,1.14986,277
2024-01-03T06:15:00+00:00,1.14986,1.15039,1.14915,1.14919,157
2024-01-03T06:30:00+00:00,1.14919,1.14942,1.14879,1.14942,131
2024-01-03T06:45:00+00:00,1.14942,1.15002,1.14919,1.14979,349
2024-01-03T07:00:00+00:00,1.14979,1.15029,1.14942,1.15027,159
2024-01-03T07:15:00+00:00,1.15027,1.15207,1.15003,1.15161,215
2024-01-03T07:30:00+00:00,1.15161,1.15200,1.15116,1.15150,353
2024-01-03T07:45:00+00:00,1.15150,1.15170,1.15076,1.15094,329
2024-01-03T08:00:00+00:00,1.15094,1.15149,1.15056,1.15144,227
2024-01-03T08:15:00+00:00,1.15144,1.15267,1.15143,1.15217,302
2024-01-03T08:30:00+00:00,1.15217,1.15363,1.15213,1.15356,165
2024-01-03T08:45:00+00:00,1.15356,1.15389,1.15295,1.15367,103
2024-01-03T09:00:00+00:00,1.15367,1.15405,1.15347,1.15396,205
2024-01-03T09:15:00+00:00,1.15396,1.15521,1.15388,1.15483,172
2024-01-03T09:30:00+00:00,1.15483,1.15543,1.15454,1.15532,203
2024-01-03T09:45:00+00:00,1.15532,1.15572,1.15509,1.15509,198
2024-01-03T10:00:00+00:00,1.15509,1.15515,1.15502,1.15502,318
2024-01-03T10:15:00+00:00,1.15502,1.15584,1.15476,1.15548,160
2024-01-03T10:30:00+00:00,1.15548,1.15747,1.15522,1.15714,297
2024-01-03T10:45:00+00:00,1.15714,1.15759,1.15683,1.15747,234
2024-01-03T11:00:00+00:00,1.15747,1.15831,1.15725,1.15803,372
2024-01-03T11:15:00+00:00,1.15803,1.15860,1.15783,1.15844,231
2024-01-03T11:30:00+00:00,1.15844,1.16000,1.15841,1.15993,105
2024-01-03T11:45:00+00:00,1.15993,1.16076,1.15966,1.16034,226
2024-01-03T12:00:00+00:00,1.16034,1.16099,1.16027,1.16077,177
2024-01-03T12:15:00+00:00,1.16077,1.16110,1.16042,1.16074,150
2024-01-03T12:30:00+00:00,1.16074,1.16120,1.16004,1.16020,305
2024-01-03T12:45:00+00:00,1.16020,1.16048,1.16009,1.16015,147
2024-01-03T13:00:00+00:00,1.16015,1.16106,1.16014,1.16093,147
2024-01-03T13:15:00+00:00,1.16093,1.16107,1.16031,1.16091,267
2024-01-03T13:30:00+00:00,1.16091,1.16104,1.15985,1.15996,326
2024-01-03T13:45:00+00:00,1.15996,1.16021,1.15986,1.15991,253
2024-01-03T14:00:00+00:00,1.15991,1.16081,1.15947,1.16049,195
2024-01-03T14:15:00+00:00,1.16049,1.16161,1.16012,1.16130,283
2024-01-03T14:30:00+00:00,1.16130,1.16282,1.16095,1.16271,87
2024-01-03T14:45:00+00:00,1.16271,1.16386,1.16255,1.16385,268
2024-01-03T15:00:00+00:00,1.16385,1.16424,1.16329,1.16378,270
2024-01-03T15:15:00+00:00,1.16378,1.16395,1.16342,1.16355,92
2024-01-03T15:30:00+00:00,1.16355,1.16404,1.16265,1.16285,112
2024-01-03T15:45:00+00:00,1.16285,1.16413,1.16259,1.16391,234
2024-01-03T16:00:00+00:00,1.16391,1.16419,1.16383,1.16407,332
2024-01-03T16:15:00+00:00,1.16407,1.16462,1.16393,1.16446,355
2024-01-03T16:30:00+00:00,1.16446,1.16547,1.16422,1.16523,356
2024-01-03T16:45:00+00:00,1.16523,1.16566,1.16445,1.16469,159
2024-01-03T17:00:00+00:00,1.16469,1.16597,1.16448,1.16568,223
2024-01-03T17:15:00+00:00,1.16568,1.16596,1.16523,1.16529,307
2024-01-03T17:30:00+00:00,1.16529,1.16537,1.16466,1.16520,268
2024-01-03T17:45:00+00:00,1.16520,1.16761,1.16498,1.16681,263
2024-01-03T18:00:00+00:00,1.16681,1.16767,1.16609,1.16758,312
2024-01-03T18:15:00+00:00,1.16758,1.16779,1.16747,1.16761,385
2024-01-03T18:30:00+00:00,1.16761,1.16814,1.16716,1.16812,369
2024-01-03T18:45:00+00:00,1.16812,1.17015,1.16758,1.17000,363
2024-01-03T19:00:00+00:00,1.17000,1.17063,1.16981,1.17042,155
2024-01-03T19:15:00+00:00,1.17042,1.17052,1.16995,1.17035,221
2024-01-03T19:30:00+00:00,1.17035,1.17100,1.17019,1.17087,169
2024-01-03T19:45:00+00:00,1.17087,1.17197,1.17049,1.17151,147
2024-01-03T20:00:00+00:00,1.17151,1.17292,1.17149,1.17287,169
2024-01-03T20:15:00+00:00,1.17287,1.17372,1.17272,1.17371,295
2024-01-03T20:30:00+00:00,1.17371,1.17379,1.17252,1.17303,342
2024-01-03T20:45:00+00:00,1.17303,1.17376,1.17285,1.17349,193
2024-01-03T21:00:00+00:00,1.17349,1.17398,1.17336,1.17395,346
2024-01-03T21:15:00+00:00,1.17395,1.17409,1.17266,1.17307,95
2024-01-03T21:30:00+00:00,1.17307,1.17413,1.17270,1.17400,331
2024-01-03T21:45:00+00:00,1.17400,1.17490,1.17368,1.17482,121
2024-01-03T22:00:00+00:00,1.17482,1.17511,1.17452,1.17496,379
2024-01-03T22:15:00+00:00,1.17496,1.17610,1.17488,1.17584,385
2024-01-03T22:30:00+00:00,1.17584,1.17591,1.17537,1.17548,138
2024-01-03T22:45:00+00:00,1.17548,1.17586,1.17513,1.17560,362
2024-01-03T23:00:00+00:00,1.17560,1.17600,1.17539,1.17580,253
2024-01-03T23:15:00+00:00,1.17580,1.17635,1.17553,1.17621,128
2024-01-03T23:30:00+00:00,1.17621,1.17652,1.17618,1.17628,322
2024-01-03T23:45:00+00:00,1.17628,1.17856,1.17605,1.17804,127
2024-01-04T00:00:00+00:00,1.17804,1.17825,1.17730,1.17741,110
2024-01-04T00:15:00+00:00,1.17741,1.17823,1.17721,1.17790,248
2024-01-04T00:30:00+00:00,1.17790,1.17817,1.17737,1.17787,296
2024-01-04T00:45:00+00:00,1.17787,1.17820,1.17676,1.17712,227
2024-01-04T01:00:00+00:00,1.17712,1.17728,1.17674,1.17693,326
2024-01-04T01:15:00+00:00,1.17693,1.17701,1.17678,1.17699,364
2024-01-04T01:30:00+00:00,1.17699,1.17736,1.17607,1.17656,367
2024-01-04T01:45:00+00:00,1.17656,1.17711,1.17623,1.17632,394
2024-01-04T02:00:00+00:00,1.17632,1.17666,1.17588,1.17622,216
2024-01-04T02:15:00+00:00,1.17622,1.17646,1.17587,1.17592,238
2024-01-04T02:30:00+00:00,1.17592,1.17678,1.17585,1.17665,285
2024-01-04T02:45:00+00:00,1.17665,1.17764,1.17644,1.17720,95
2024-01-04T03:00:00+00:00,1.17720,1.17826,1.17696,1.17805,160
2024-01-04T03:15:00+00:00,1.17805,1.17908,1.17771,1.17875,370
2024-01-04T03:30:00+00:00,1.17875,1.17911,1.17768,1.17797,105
2024-01-04T03:45:00+00:00,1.17797,1.17914,1.17775,1.17903,297
2024-01-04T04:00:00+00:00,1.17903,1.17906,1.17854,1.17861,138
2024-01-04T04:15:00+00:00,1.17861,1.17992,1.17849,1.17983,383
2024-01-04T04:30:00+00:00,1.17983,1.17987,1.17888,1.17917,386
2024-01-04T04:45:00+00:00,1.17917,1.17975,1.17910,1.17956,188
2024-01-04T05:00:00+00:00,1.17956,1.18040,1.17952,1.17989,334
2024-01-04T05:15:00+00:00,1.17989,1.18040,1.17970,1.18040,274
2024-01-04T05:30:00+00:00,1.18040,1.18044,1.17977,1.18019,261
2024-01-04T05:45:00+00:00,1.18019,1.18072,1.17981,1.18007,101
2024-01-04T06:00:00+00:00,1.18007,1.18020,1.17944,1.17967,299
2024-01-04T06:15:00+00:00,1.17967,1.18054,1.17946,1.18011,293
2024-01-04T06:30:00+00:00,1.18011,1.18046,1.17993,1.18016,396
2024-01-04T06:45:00+00:00,1.18016,1.18073,1.18005,1.18028,265
2024-01-04T07:00:00+00:00,1.18028,1.18177,1.18027,1.18146,348
2024-01-04T07:15:00+00:00,1.18146,1.18299,1.18118,1.18245,253
2024-01-04T07:30:00+00:00,1.18245,1.18334,1.18208,1.18283,351
2024-01-04T07:45:00+00:00,1.18283,1.18406,1.18279,1.18341,258
2024-01-04T08:00:00+00:00,1.18341,1.18401,1.18259,1.18269,132
2024-01-04T08:15:00+00:00,1.18269,1.18281,1.18245,1.18260,388
2024-01-04T08:30:00+00:00,1.18260,1.18378,1.18195,1.18336,332
2024-01-04T08:45:00+00:00,1.18336,1.18458,1.18327,1.18421,376
2024-01-04T09:00:00+00:00,1.18421,1.18442,1.18269,1.18308,399
2024-01-04T09:15:00+00:00,1.18308,1.18344,1.18220,1.18292,241
2024-01-04T09:30:00+00:00,1.18292,1.18331,1.18268,1.18321,220
2024-01-04T09:45:00+00:00,1.18321,1.18379,1.18306,1.18356,117
2024-01-04T10:00:00+00:00,1.18356,1.18386,1.18294,1.18347,119
2024-01-04T10:15:00+00:00,1.18347,1.18453,1.18282,1.18402,126
2024-01-04T10:30:00+00:00,1.18402,1.18426,1.18327,1.18364,101
2024-01-04T10:45:00+00:00,1.18364,1.18449,1.18347,1.18397,176
2024-01-04T11:00:00+00:00,1.18397,1.18427,1.18376,1.18382,132
2024-01-04T11:15:00+00:00,1.18382,1.18435,1.18329,1.18414,123
2024-01-04T11:30:00+00:00,1.18414,1.18414,1.18390,1.18391,304
2024-01-04T11:45:00+00:00,1.18391,1.18509,1.18384,1.18469,266
2024-01-04T12:00:00+00:00,1.18469,1.18486,1.18425,1.18448,386
2024-01-04T12:15:00+00:00,1.18448,1.18531,1.18434,1.18491,251
2024-01-04T12:30:00+00:00,1.18491,1.18533,1.18480,1.18528,388
2024-01-04T12:45:00+00:00,1.18528,1.18547,1.18477,1.18496,378
2024-01-04T13:00:00+00:00,1.18496,1.18553,1.18423,1.18439,280
2024-01-04T13:15:00+00:00,1.18439,1.18565,1.18405,1.18532,123
2024-01-04T13:30:00+00:00,1.18532,1.18560,1.18508,1.18523,349
2024-01-04T13:45:00+00:00,1.18523,1.18560,1.18403,1.18428,340
2024-01-04T14:00:00+00:00,1.18428,1.18449,1.18393,1.18402,328
2024-01-04T14:15:00+00:00,1.18402,1.18499,1.18272,1.18450,159
2024-01-04T14:30:00+00:00,1.18450,1.18590,1.18409,1.18563,349
2024-01-04T14:45:00+00:00,1.18563,1.18660,1.18556,1.18634,396
2024-01-04T15:00:00+00:00,1.18634,1.18704,1.18604,1.18683,399
2024-01-04T15:15:00+00:00,1.18683,1.18795,1.18666,1.18789,304
2024-01-04T15:30:00+00:00,1.18789,1.18860,1.18773,1.18852,392
2024-01-04T15:45:00+00:00,1.18852,1.18863,1.18657,1.18705,309
2024-01-04T16:00:00+00:00,1.18705,1.18740,1.18654,1.18718,179
2024-01-04T16:15:00+00:00,1.18718,1.18767,1.18650,1.18703,305
2024-01-04T16:30:00+00:00,1.18703,1.18709,1.18637,1.18664,162
2024-01-04T16:45:00+00:00,1.18664,1.18743,1.18614,1.18721,150
2024-01-04T17:00:00+00:00,1.18721,1.18748,1.18692,1.18741,132
2024-01-04T17:15:00+00:00,1.18741,1.18764,1.18706,1.18755,143
